topic,text,date,domain,type_group
социальная сфера и благоустройство,"Для дома карельского языка и жителей Ведлозеро мы с детьми из Финляндии г.Эспоо, Вантаа и Хельсинки сделали видео-привет, открытки и дети собрали немного денег из своих карманных на строительство: Катариина Париева, Анна Пономарева, Анна Грязина, Юлиана и Эмил Валлениус, Саана и Пяйви Хюппёнен, Луиза Попова, Диана и Катя Сейгер, Арина Лещинская, Яков и Джанесса Забродины. Вот видео-привет для вас: http://youtu.be/LYP9TTdlFdg С уважением, Анастасия Сало и мои ученики",2014-06-04 23:47:14,karjalankielenkodi,multifunctional
социальная сфера и благоустройство,"Одной из тем заседания попечительского совета Русского географического общества, в котором принял участие Президент России Владимир Путин, стало освоение и развитие Арктики. Для нашего региона эти вопросы имеют очень большое значение, учитывая, что в Арктической зоне находится более трети территории республики. Считаю, что в этой связи есть над чем поработать и нашему региональному отделению географического общества. Встречу с ним планирую провести в ближайшее время.  #АрктическаяКарелия",2021-04-15 10:16:49,aparfenchikov,state
социальная сфера и благоустройство,"В Пудожском районе посетил одну из точек проведения учений энергетиков «Карелия – 2018». Энергетики расчищают просеки от древесно-кустарниковой растительности вдоль линии электропередачи «Авдеево – Рагнукса» напряжением 35 кВ. Это позволит повысить надежность энергоснабжения маленьких карельских поселков Рагнукса и Куганаволок, где проживают около 500 человек. За три месяца МРСК Северо-Запада планирует выполнить объем работ нескольких лет. Для их выполнения применяется современная спецтехника, пока позволяет погода, для осмотра линий используются беспилотные летательные аппараты. Уже сегодня бригады идут с опережением графика, – за предыдущие две недели расчистили более 540 га.  До завершения учений планируется расчистить более 3 тысяч га, расширить просеки на 1,2 тысячи га, заменить 64 км неизолированного провода на СИП. Работа ведётся быстро и профессионально, я уверен, что весь объём поставленных задач будет выполнен.",2018-10-17 18:48:01,aparfenchikov,state
социальная сфера и благоустройство,"С 20 по 26 мая в Национальном музее Республики Карелия состоится акция «Неделя Пушкинской карты» для школьников. В программе занятия и мастер-классы:   Экскурсия на временной выставке «Эхо Свирской Победы»/ Билет — 150 рублей школьники/200 рублей — студенты/ по заявкам от групп   Интерактивное занятие «Свирская победа» на временной выставке/ «Эхо Свирской Победы» Билет — 250 рублей / по заявкам от групп    Экскурсия на временной выставке «Три музея, три района, три наречия»/ Билет — 150 рублей школьники / 200 рублей студенты/ по заявкам от групп     Занятие «Карельские модницы» в зале «Северная кадриль»/ Билет — 150 рублей / по заявкам от групп    Интерактивное занятие «Аз, буки, веди»/ Билет — 250 рублей / по заявкам от групп     Занятие «Родители и дети у животных» на временной выставке «Жизнь в лесу и водоеме»/ Билет — 150 рублей / по заявкам от групп    Мастер-класс «Ароматная чашка чая»/Рисование чаем с использованием техники «набрызг»/ Билет — 200 рублей / группа до 15 человек     Мастер-класс ««Рисуем буквицу»/ Билет — 200 рублей / группа до 15 человек    Необходима предварительная запись класса/группы по телефону: 55-96-20   #пушкинскаякарта #национальныймузейкарелии",2024-05-20 20:08:00,rk_nationalmuseum,museum
социальная сфера и благоустройство,"С 23 по 27 сентября включительно на территориях ДНР, ЛНР, Запорожской и Херсонской областей проведут голосование по вопросу вхождения их в состав РФ. Принять участие в референдумах могут и те жители этих регионов, которые вынужденно находятся на территории нашей страны, в том числе в Карелии. В Карелии материально-техническое и консультативное содействие участковым комиссиям оказывает местный ЦИК. Узнать подробнее об участии в референдуме можно по горячей линии (8-814-2) 717-547.",2022-09-23 19:45:00,minnazrk,state
социальная сфера и благоустройство,Совместно с коллегами из РЖД мы вплотную подошли к очень важному решению – возобновлению железнодорожного пассажирского сообщения с Питкярантой.  #НашаКарелия,2020-08-28 16:10:22,aparfenchikov,state
социальная сфера и благоустройство,Huomei 15.6 on subotniekku Karjalan kielen koin pihas 11.00:n aigah.  Terveh tulgua! Завтра 15.6 в 11.00 проводим субботник во дворе Дома карельского языка.  Добро пожаловать!,2014-06-14 20:35:13,karjalankielenkodi,multifunctional
социальная сфера и благоустройство,"9-летнему Дамиру очень нравится фигурное катание. Он с ходу, без запинки, назвал с десяток фигуристов, но самые лучшие для него – это Анастасия Мишина и Александр Галлямов.   Сам же Дамир встать на коньки и не мечтал – из-за своего заболевания. Но несколько месяцев назад все изменилось. Для него и таких же как он ребяток студентка ПетрГУ Татьяна Исакова придумала специальное приспособление. Благодаря созданному ей тренажеру дети с заболеваниями опорно-двигательного аппарата теперь могут заниматься на льду.    Посмотрел и на другие изобретения наших молодых ученых, которые они воплощают в жизнь на средства республиканских грантов. Так, Дарья Смирнова представила программу для снижения сердечно-сосудистого риска у пациентов с хронической болезнью почек. Программу уже применяют на практике в больницах Карелии. Разработки Сергея Беляева используют на нашем литейном производстве, они позволяют предсказать вероятность дефектов.    Только за два последних года для участия в конкурсе на получение республиканского гранта поступило 138 заявок, 53 проекта получили финансирование на сумму от 500 тысяч до 1,6 млн рублей.    Безусловно, мы продолжим помогать нашим ученым, молодым исследователям. Достижения науки – это ведь тоже огромный вклад в независимость страны, ее технологический суверенитет, о чем говорил недавно в своем послании Федеральному Собранию Владимир Путин.  #НашиЛюди #МолодыеУченыеКарелии",2024-03-19 13:15:00,aparfenchikov,state
социальная сфера и благоустройство,"❗Общественная палата России подвела итоги ежегодного рейтинга «Регион-НКО» за 2023 год, демонстрирующего уровень развития и потенциала некоммерческого сектора в регионе.   🏆 Республика Карелия второй год подряд входит в ТОП-20 общего рейтинга, улучшив свою позицию на 3 пункта по сравнению с прошлым годом (2022 год-19 место, 2023 год-16 место).   🏆 Также Карелии снова удалось удержать лидирующие позиции по фактору «Активность СО НКО» - 2 место среди субъектов страны. Данный фактор показывает уровень активности общественных организаций Карелии, регулярно и результативно участвующих в крупнейших грантовых конкурсах Фонда президентских грантов и Фонда культурных инициатив.   🤝 Достигать таких результатов позволяет постоянно укрепляющееся партнерство государственной власти и некоммерческого сектора Республики Карелия. Важным фактором развития такого партнерства и столь высоких оценок федеральных структур является инициатива Главы Республики Карелия по созданию [https://vk.com/fondgrant10|Фонда грантов Главы Республики Карелия] – ресурсного центра для некоммерческих организаций Карелии.   ✅ Специалисты [https://vk.com/fondgrant10|Фонда грантов Главы Республики Карелия] с 2022 года предоставляют консультации по вопросам правового, финансового, методического обеспечения деятельности НКО, организуют обучающие мероприятия, в т.ч. во всех районах республики, в сфере социального проектирования и привлечения финансовой поддержки крупнейших грантодателей России и многое другое. С 2022 года [https://vk.com/fondgrant10|Фонд] выступает региональным оператором по проведению грантовых конкурсов в нашей республике, ежегодно привлекая средства [https://vk.com/fondgrant10|Фонда] президентских грантов на финансовую поддержку социально значимых проектов карельских НКО. Общая сумма привлеченных [https://vk.com/fondgrant10|Фондом] в республику средств за 2 года составила более 85 миллионов рублей.",2023-11-08 14:04:54,minnazrk,state
социальная сфера и благоустройство,"Начали традиционную серию совещаний по вопросам развития наших районов. Сегодня обсудили самую северную территорию Карелии – [vk.com/aparfenchikov?w=wall419407976_692862|Лоухи]. Спасибо жителям за активное участие и присланные вопросы.    Если говорить о точках роста, то, прежде всего, это возможности, которые дает району статус Арктической зоны и приграничной территории. Вот всего пара примеров. Индекс промышленного производства по итогам 2022 года составил более 145%. Количество предпринимателей и самозанятых увеличилось на 165 человек. За этими цифрами стоят не только новые рабочие места, но и возможности, которые позволяют решать вопросы ЖКХ, дорожного хозяйства и т.д.    Проблем, не скрою, тоже по-прежнему много. Люди жалуются на некачественную связь и уличное освещение. Есть вопросы по благоустройству поселений. А жителей п. Малиновая Варакка волнует отсутствие продуктового магазина. В решении этих вопросов хотелось бы, чтобы органы местного самоуправления активнее работали с бизнесом, а также предлагали жителям участвовать в программах поддержки местных инициатив.    Об основных итогах и планах подробнее - в карточках👇  #РайоныОнлайн",2023-01-17 18:46:23,aparfenchikov,state
социальная сфера и благоустройство,"Подготовка к съезду   Состоялось первое очное заседание рабочей группы по организации и проведению в 2024 году X Съезда карелов Республики Карелия, на которой были рассмотрены вопросы по проведению выборов делегатов Съезда в районах Карелии и г. Петрозаводске, формированию программы, информационному сопровождению и т.п.   Финансирование мероприятий Съезда осуществляется Региональной общественной организацией «Союз карельского народа» в рамках проекта ««Карелы в современном мире: Общество. Язык. Культура» при поддержке Фонда грантов Главы Республики Карелия.   В районах Карелии также началась подготовка к Съезду. Так 29 мая на базе Дома культуры состоялось собрание представителей карелов Чалнинского поселения. Организатором собрания стала член Совета уполномоченных IX съезда карелов РК от Пряжинского района - Изотова Татьяна Николаевна.   #фондгрантовГлавы #грантыГлавыКарелия #Новости@karjalanrahvahanliitto",2024-05-31 10:23:54,karjalanrahvahanliitto,multifunctional
социальная сфера и благоустройство,"Супруги Черненко теперь будут меньше платить за отопление и электричество – их дом подключили к природному газу. Геннадий и Яна с детьми живут в Университетском городке Петрозаводска. Перейти на экономичное топливо помогла семье президентская программа догазификации.    В январе доступ к природному газу получили первые 10 домохозяйств в Новой Вилге, Шуе, Янишполе, Кончезере и Петрозаводске. Еще 15 домов в этих районах подключат в ближайшее время. По информации газораспределительной компании, по республике техническая возможность для подключения сегодня есть у 5700 домов, договоры заключили уже более 2300.  Подробнее о программе можно узнать на сайте «Газпром газораспределение Петрозаводск»: https://vk.cc/cbyybE  P.S.: Уважаемые земляки, под этим постом вы можете задать интересующие вас вопросы о газификации. Специалисты Минстроя и лично Министр дадут на ваши вопросы оперативные ответы.  #ГазификацияКарелии",2024-02-09 12:12:03,aparfenchikov,state
социальная сфера и благоустройство,"http://etnocenter.ru/news/new-newsentry-15/ - Министерство культуры Республики Карелия объявляет о начале приема документов самодеятельных художественных коллективов Республики Карелия для получения государственной услуги Министерства культуры Республики Карелия по присвоению и подтверждению званий «Народный коллектив самодеятельного художественного творчества Республики Карелия» и «Образцовый детский коллектив художественного творчества Республики Карелия».  К участию в аттестационной кампании приглашаются коллективы, претендующие на присвоение данных званий, а также коллективы, имеющие звания, присвоенные и подтвержденные до 2008 года.",2013-03-10 10:24:48,etnodomrk,festival
социальная сфера и благоустройство,"С особой гордостью вручил знак Почетного гражданина Республики Карелия Вадиму Туманову. Имя Вадима Ивановича знают по всей стране. Он известен как золотопромышленник и как строитель путепроводов в Карелии. Под его непосредственным руководством проводилась реконструкция участков автодорог «Суоярви - Койринойя» и «Олонец-Сортавала».   Очень признателен за подарок — автобиографию «Все потерять — и вновь начать с мечты», которую мне подарил и подписал Вадим Туманов.  Такие люди — Гордость России! От того было очень интересно и полезно послушать истории из жизни строителя после награждения. У таких людей нужно учиться.",2017-06-06 15:00:48,aparfenchikov,state
социальная сфера и благоустройство,"10 марта стартовал прием заявок на конкурс проектов «Семейный фарватер», цель которого поддержка инициатив некоммерческих организаций в области профилактики социального сиротства и семейного устройства детей-сирот и детей, оставшихся без попечения родителей.",2015-03-12 11:55:18,echo_association,museum
социальная сфера и благоустройство,"🏖 Крещенские купания в Карелии В рамках мероприятий, приуроченных к православному христианскому празднику Крещение Господне, в республике пройдут традиционные обрядовые купания.  С целью обеспечения безопасности граждан, на водоемах всех районов Карелии подготовлены места, где будет осуществляться дежурство спасателей Карельской республиканской поисково-спасательной службы, инспекторов государственной инспекции по маломерным судам и медицинский работников. Силами МВД по Республике Карелия в местах массового купания граждан также будет организована охрана общественного порядка.  Главное управление МЧС России по Республике Карелия напоминает жителям Карелии о необходимости соблюдения правил поведения на водоемах. Запрещено выходить к водоемам и купаться в состоянии алкогольного опьянения.  Гражданам, не имеющим подготовку и опыт купания в условиях низких температур, рекомендуется воздержаться от пребывания в холодной воде.",2020-01-19 0:30:37,karel_colorit,multifunctional
социальная сфера и благоустройство,"Здравствуйте, Артур Олегович! Можно ли к частным домам в районе Старой кукковки города Петрозаводска провести природный газ? Проничева Полина Николаевна,89212244476,г. Петрозаводск",2017-03-22 23:30:25,aparfenchikov,state
социальная сфера и благоустройство,"📝 Рады сообщить, что в Республике Карелия утвержден План основных мероприятий по проведению Международного десятилетия языков коренных народов на период 2022-2024 годов.  План включает в себя: ✅ мероприятия в сфере поддержки изучения языков коренных народов Карелии,  ✅ мероприятия, направленные на развитие и популяризацию карельского, вепсского и финского языков, поддержку средств массовой информации и издание литературы на национальных языках, ✅ мероприятия по мониторингу языковых, этносоциальных и этнокультурных процессов в республике.  Основные мероприятия тематического десятилетия будем освещать в нашей группе.   #KelidenVozʼkümne, #KieliinVuoz’kymmene, #KielienVuosikymmen, #KielienVuozikymmen, #KieltenKymmenvuotiskausi",2022-04-04 17:32:00,desyatiletieyazykovkarelia,language
социальная сфера и благоустройство,"В рамках всероссийского масштабного исследования молочной продукции Роскачество проверило пастеризованное молоко с жирностью 3,2 % и выше. Это самый популярный вид молока, реализуемого в рознице.  Молоко производства «СЛАВМО» получило высшую оценку Роскачества, и будет претендовать на получение российского «Знака качества». В нашем молоке эксперты не нашли растительных жиров, сухого молока, а также нарушений по микробиологическим показателям. К тому же цена карельского молока одна из самых низких по Северо-Западу России.",2018-08-21 11:27:51,aparfenchikov,state
социальная сфера и благоустройство,"Вводим в Петрозаводске режим ЧС муниципального уровня. Это позволит быстрее устранить последствия взрыва газа в многоквартирном доме на улице Луначарского.    Четверо пострадавших с травмами разной степени тяжести доставили в Республиканскую больницу скорой и экстренной медицинской помощи. Погибших нет.    Жильцов дома эвакуировали. 6 человек находятся в общежитии на Первомайской проспекте, 2 – в общежитии Спортшколы № 3 в Студенческом переулке. Предоставим им круглосуточное питание. Остальным жильцам, которые решили остаться у родственников и знакомых, помогли добраться до них.    Специалисты строительного надзора проводят обследование дома, чтобы принять решение о его возможной эксплуатации.    Продолжают работать подразделения МЧС России, Следственный комитет РФ по Республике Карелия, Прокуратура Карелии, полиция и другие профильные службы, а также администрация Петрозаводска.",2025-01-07 9:15:03,aparfenchikov,state
социальная сфера и благоустройство,"Хотите помогать нам искать пропавших людей? Приходите на встречу для новичков, которую проведут поисковики ДПСО «ЛизаАлерт» Республики Карелия из г.Костомукша.  На ней вам расскажут об истории создания отряда,  видах поиска, существующих направлениях и многом другом. Вы сможете поближе познакомиться с деятельностью отряда и после нее вы поймете, что стать частью отряда- очень просто!  Приходите сами и приводите друзей!  Встреча состоится 11 марта в 12:00 д.Вокнаволок, ул.Перттунена, 12б, школа.  [",2023-03-09 18:41:47,domderevnivoknavolok,museum
социальная сфера и благоустройство,"В пятницу вечером встретился с жителями Эссойльского сельского поселения. Больше двух часов шел честный и, порой, трудный разговор о проблемах, которые больше всего волнуют людей. Коротко остановлюсь на самых главных.  1. Прежде всего, это расселение аварийного жилья. В поселении сложилась парадоксальная ситуация: при наличии большого числа старых, подлежащих сносу домов, в действующую программу расселения не попал ни один! Подчеркну – в программу, действующую с 2019 по 2025 год. В нее включены дома, официально признанные аварийными до 1 января 2017 г. После этой даты, когда мы по всей республике активизировали работу по признанию жилья аварийным, в Эссойльском поселении насчитали 59 таких домов. Но надо четко понимать, что их расселение – это уже следующий этап. Конечно, мы делаем все возможное, чтобы приступить к нему как можно быстрее, не дожидаясь 2025 года. Постараемся досрочно реализовать действующую программу, и у нас есть для этого все шансы.  2. Поднимали жители Эссойлы и вопросы оказания первичной медицинской помощи. Например, предложили, чтобы в пункте скорой помощи в выходные дни находилась медсестра или фельдшер, к которой можно было бы обратиться. Сегодня ставки фельдшера в поселке есть - нет пока желающих занять эти вакансии. Дефицит медицинских кадров - это, к сожалению, системная проблема, актуальная для многих районов. Мы над ней работаем. По программе «Земский доктор (фельдшер)» предоставляем единовременные выплаты, покупаем служебное жилье, а с этого года даем еще и миллион рублей на строительство собственного дома. Начали возрождать систему целевого обучения специалистов, которые, окончив вуз или колледж, вернутся работать в родной поселок. Надеюсь, что в ближайшие годы эти меры помогут привлечь врачей, средний медицинский персонал в села.  3. Есть нарекания жителей к организации автобусного сообщения. Нужны прямые рейсы из столицы Карелии в Эссойлу – проходящие автобусы, идущие до Суоярви, переполнены. На следующей неделе будет объявлен конкурс, с тем чтобы уже с марта запустить рейс «Петрозаводск – Эссойла». А после ремонта в текущем году дороги возобновим автобус и до Пряжи. Напомню, в этом году продолжим приводить в порядок трассу до Суоярви, будем ремонтировать и дорогу от Эссойлы до Крошнозера. Кроме того, начнем реконструкцию моста через р. Сяпся – проектно-сметная документация уже разработана и прошла экспертизу. На это потребуется 283,5 млн руб. Срок работ определен до 2022 года.  Многие вопросы, заданные во время встречи, носили точечный характер. Люди жаловались, что в одном из домов половина квартир остается без отопления, в другом постоянно заливает подвал, где-то уже много лет не могут поменять участок водопровода, пришедший в негодность, в управляющей компании нет электрика…. Все эти вопросы относятся к компетенции местной власти. Поэтому будем выяснять, почему она не отреагировала на многократные обращения граждан. Что это: простая бесхозяйственность, невнимание к проблемам людей или все-таки их решение требует определенной проектной работы, серьезных финансовых вложений?  Конечно, ни один вопрос, прозвучавший на встрече в Эссойле, не оставим без внимания, будем разбираться по каждому случаю.  #АртурПарфенчиков #ГлаваКарелии#районыКарелии",2020-01-18 13:47:01,aparfenchikov,state
социальная сфера и благоустройство,"⚡«Бумажная» битва на страже экологии!    ❗В России 10 октября стартует четвертый сезон акции по сбору макулатуры #БумБатл! Его проводят в поддержку нацпроекта «Экология» для того, чтобы сократить по всей стране излишнее потребление бумаги и помочь природе.    В этом сезоне #БумБатл продлится до 15 ноября и пройдет под патронажем Всероссийского экологического общественного движения #Экосистема.   🤝Присоединиться к проекту может каждый – как самостоятельно, так и в составе большой команды – из детского сада, школы, ссуза, вуза или организации.   📱Принять участие в акции проще простого: зарегистрируйтесь на сайте проекта бумбатл.рф, выберите на интерактивной карте акции ближайший пункт приема макулатуры и отнесите бумагу туда. Не забудьте получить свой именной  сертификат участника на сайте акции!   🏆 В конце акции оргкомитет «БумБатла» определит лидеров по объемам  сданного бумажного сырья и счастливых обладателей ценных призов.    #НацпроектЭкология",2023-10-09 17:40:00,minnazrk,state
социальная сфера и благоустройство,"📝 Туристам на заметку С 15 июля будут изменены правила въезда для отдыха в Карелии ڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪڪ В связи с увеличением числа заболевших коронавирусной инфекцией, вводим на территории республики дополнительные противоэпидемические меры.    📌Запрещено проведение массовых мероприятий, в том числе торжественных и траурных, с численностью 30 человек и более. Исключение - мероприятия на открытом воздухе, а также те, все участники которых имеют справку об отрицательном анализе на коронавирус, полученную не ранее чем за 2 дня до начала мероприятия, или документ о вакцинации.    📌Лицам, приезжающим в Карелию из других регионов в служебную командировку, необходимо иметь при себе отрицательные результаты обследования на коронавирус, полученные не ранее чем за 2 дня до приезда.    📌В столовых, кафе, барах, ресторанах допускается посадка не более 5 человек за один стол.    📌С 21 июня количество зрителей во время театральных представлений и концертов не должно превышать 75% от наполняемости зала, в кинозалах – не более 50%.    📌С 15 июля гостиницы, хостелы, турбазы и другие объекты размещения смогут принимать постояльцев только при наличии у них справки об отрицательном ПЦР-тесте, полученной не ранее чем за два дня до заселения, или документа о вакцинации.    #Стопкоронавирус",2021-07-05 10:36:19,karel_colorit,multifunctional
социальная сфера и благоустройство,"Сегодня, 6 декабря, в Твери была создана региональная общественная организация «Новая Карелия», целью которой станет возрождение Тверской Карелии – северо-востока Тверской области. Председателем ТРОО «Новая Карелия» избран предприниматель, юрист, тверской карельский историк и общественный деятель, автор книг «Тверская Карелия. Рождение нации» и «Карельское государство на Тверщине» Михаил Дронь.    Создание карельского государства из северо-восточных районов Тверской области, придание карельскому языку официального статуса в Тверской Карелии, превращение Тверской Карелии в территорию инновационного развития, мы первые, кто вводит эти концепты в региональную и федеральную повестку.    По нашему глубокому убеждению, главным условием возрождения Тверской Карелии является создание карельского государства. Тверская Карелия – историческая территория древнего Бежецкого Верха – должна обрести собственную субъектность. Форма карельского государства может быть предметом дискуссии, будет ли это отдельный 86-й субъект Федерации в виде республики или административно-территориальная единица с особым статусом в составе Тверского региона, по примеру Коми-Пермяцкого округа в составе Пермского края, здесь возможны варианты. Но для нас очевидно одно – без придания Тверской Карелии какой-либо субъектности никакое развитие наших территорий просто-напросто невозможно.    Все кто сейчас живёт на северо-востоке Тверской области – и русские и карелы, по большому счёту, брошены федеральными и тверскими региональными властями на произвол судьбы и никому не нужны. Наш некогда богатый край лежит в руинах и запустении, наиболее талантливая молодёжь уезжает, местный бизнес не имеет никакой защиты и протекции перед Тверью и Москвой, не говоря уже об этнических группировках. Наша общая задача заключается в том, чтобы вернуть процветание и развитие на нашу землю, вдохнуть новую жизнь в Тверскую Карелию.    На наших землях нет никаких полезных ископаемых. Но создав собственный субъект, северо-восток Тверской области сможет, наконец, непосредственно участвовать в федеральных и региональных программах развития, отстаивать интересы собственного населения перед федеральным правительством и государственными корпорациями, как это с успехом делают Якутия, Татарстан, Белгородская и Калужская области, активно защищать и поддерживать местный бизнес, способствовать продвижению его интересов и продукции на федеральном и международном уровне. А у нашей талантливой университетской молодёжи появится возможность реализовать себя дома, стать новой управленческой и образовательной элитой региона. Создание карельского государства будет выгодно всем жителям Тверской Карелии, потому что на сегодняшний день – это единственная реальная возможность для северо-восточных районов Тверской области стать чем-то бóльшим, нежели тверская окраина, получить свой шанс на историческое развитие.    Тверская региональная общественная организация «Новая Карелия» приглашает к взаимодействию и сотрудничеству всех, кому не безразлична судьба Тверской Карелии. Только общими усилиями мы сможет победить разруху и запустение, возродить нашу землю к новой жизни, и снова вернуть на берега Медведицы и Мологи былой достаток и процветание.    Название организации – «Новая Карелия» – также глубоко символично. В своё время именно Новокарельский район стал первым карельским национальным районом на тверской земле, а его административный центр – село Толмачи, вот уже 400 лет являются неофициальной столицей всей Тверской Карелии, её сакральным сердцем и неугасающим символом верности своей земле, своим корням и традициям. Кроме того, по примеру финнов, мы, тверские карелы, хотим показать всему миру и самим себе, что можно стать современной нацией, не прибегая к маскараду с переодеванием в деревенские костюмы столетней давности, без всяких кокошников и вышитых рубашек, что современная нация – это, в первую очередь, сохранение своего языка, верность своей земле и развитие новых технологий, позволяющих создать новое качество жизни в Тверской Карелии.    Даже самая длинная дорога начинается с первого шага, и 6 декабря мы, тверские карелы, сделали этот шаг. Algu omissa käzissä, loppu – Jumalan. Начало в своих руках, конец – в Божьих.    https://vk.com/tverin_karjala",2017-12-06 16:00:09,learning_karelian_language,language
